swimmer_name,swimmer_ID,event,event_ID,time,meet_name,year,date,additional_info
Dominic D Rose,1714883,200 Free Y,1200,1:41.00,MHSAA Boys Division 3 State Championship, 2024,"Mar 08, 2024",[]
Dominic D Rose,1714883,200 Free Y,1200,1:41.76,CAAC Blue Championship, 2024,"Feb 23, 2024",[]
Dominic D Rose,1714883,200 Free Y,1200,1:41.26,CAAC Blue Championship, 2024,"Feb 23, 2024",['MHSAA Boys Division 3 State Championship']
Dominic D Rose,1714883,200 Free Y,1200,1:47.42,Okemos at DeWitt, 2024,"Jan 18, 2024",['MISCA Meet']
Dominic D Rose,1714883,200 Free Y,1200,1:47.50,MHSAA Boys Division 3 State Championships, 2023,"Mar 10, 2023",[]
Dominic D Rose,1714883,200 Free Y,1200,1:47.60,MHSAA Boys Division 3 State Championships, 2023,"Mar 10, 2023",[]
Dominic D Rose,1714883,200 Free Y,1200,1:52.70,Williamston at DeWitt, 2022,"Dec 13, 2022",['MISCA Meet']
Dominic D Rose,1714883,200 Free Y,1200,1:54.44,2022 MI ZAGS Zeeland Summer Classic, 2022,"Jun 11, 2022",[]
Dominic D Rose,1714883,200 Free Y,1200,1:50.50,Second Shave @ Grand Ledge, 2022,"Mar 01, 2022",[]
Dominic D Rose,1714883,200 Free Y,1200,1:55.23,DeWitt at Grand Ledge, 2022,"Feb 10, 2022",[]
Dominic D Rose,1714883,200 Free Y,1200,1:57.48,Novi at DeWitt, 2022,"Jan 28, 2022",[]
Dominic D Rose,1714883,200 Free Y,1200,2:02.00,CAAC Blue Boys Championship, 2021,"Mar 12, 2021",[]
Dominic D Rose,1714883,500 Free Y,1500,4:58.63,DeWitt at St. Johns, 2024,"Feb 01, 2024",['MHSAA Boys Division 3 State Championship']
Dominic D Rose,1714883,500 Free Y,1500,5:45.48,Williamston at DeWitt, 2023,"Dec 12, 2023",[]
Dominic D Rose,1714883,500 Free Y,1500,5:07.28,East Lansing at DeWitt, 2023,"Jan 26, 2023",['MISCA Meet']
Dominic D Rose,1714883,500 Free Y,1500,5:40.73,St. Johns at DeWitt, 2023,"Jan 12, 2023",[]
Dominic D Rose,1714883,500 Free Y,1500,5:20.81,Novi at DeWitt, 2022,"Jan 28, 2022",[]
Dominic D Rose,1714883,500 Free Y,1500,5:39.86,MI GKC Early Bird Spring Invitational, 2021,"Apr 30, 2021",[]
Dominic D Rose,1714883,500 Free Y,1500,5:33.29,CAAC Blue Boys Championship, 2021,"Mar 12, 2021",[]
Dominic D Rose,1714883,50 Back Y,250,23.90,Second Shave, 2024,"Feb 27, 2024",['Relay Leadoff']
Dominic D Rose,1714883,50 Back Y,250,25.12,Second Shave, 2024,"Feb 27, 2024",['Extracted']
Dominic D Rose,1714883,50 Back Y,250,26.00,DeWitt at East Lansing, 2024,"Feb 08, 2024",['Relay Leadoff']
Dominic D Rose,1714883,50 Back Y,250,25.98,DeWitt Boys Invitational, 2024,"Feb 04, 2024",['Relay Leadoff']
Dominic D Rose,1714883,50 Back Y,250,26.37,DeWitt at St. Johns, 2024,"Feb 01, 2024",['Relay Leadoff']
Dominic D Rose,1714883,50 Back Y,250,27.57,2024 HC Boys D3 Invitational, 2024,"Jan 20, 2024",['Extracted']
Dominic D Rose,1714883,50 Back Y,250,25.68,CAAC Blue Championship, 2023,"Feb 24, 2023",['Relay Leadoff']
Dominic D Rose,1714883,50 Back Y,250,27.16,Grand Ledge at DeWitt, 2023,"Feb 09, 2023",['Relay Leadoff']
Dominic D Rose,1714883,50 Back Y,250,29.02,East Lansing at DeWitt, 2023,"Jan 26, 2023",['Extracted']
Dominic D Rose,1714883,50 Back Y,250,29.46,2022 MI ZAGS Zeeland Summer Classic, 2022,"Jun 11, 2022",['Extracted']
Dominic D Rose,1714883,50 Back Y,250,28.70,Dewitt & Ovid-Elsie @ St. Johns, 2022,"Feb 15, 2022",['Relay Leadoff']
Dominic D Rose,1714883,50 Back Y,250,29.65,Waverly Relays, 2021,"Dec 08, 2021",['Relay Leadoff']
Dominic D Rose,1714883,50 Back Y,250,30.50,Mason Invitational, 2021,"Feb 20, 2021",['Relay Leadoff']
Dominic D Rose,1714883,50 Back Y,250,33.92,HCHS Boy's Quad, 2021,"Feb 06, 2021",['Extracted']
Dominic D Rose,1714883,100 Back Y,2100,52.81,Second Shave, 2024,"Feb 27, 2024",['MHSAA Boys Division 3 State Championship']
Dominic D Rose,1714883,100 Back Y,2100,57.26,2024 HC Boys D3 Invitational, 2024,"Jan 20, 2024",['MISCA Meet']
Dominic D Rose,1714883,100 Back Y,2100,1:00.43,East Lansing at DeWitt, 2023,"Jan 26, 2023",['MISCA Meet']
Dominic D Rose,1714883,100 Back Y,2100,1:01.68,2022 MI ZAGS Zeeland Summer Classic, 2022,"Jun 11, 2022",[]
Dominic D Rose,1714883,100 Back Y,2100,1:00.38,Second Shave @ Grand Ledge, 2022,"Mar 01, 2022",[]
Dominic D Rose,1714883,100 Back Y,2100,1:06.30,Dewitt & Ovid-Elsie @ St. Johns, 2022,"Feb 15, 2022",[]
Dominic D Rose,1714883,100 Back Y,2100,1:05.83,Second Shave at DeWitt, 2021,"Mar 16, 2021",[]
Dominic D Rose,1714883,100 Back Y,2100,1:06.69,Mason Invitational, 2021,"Feb 20, 2021",[]
Dominic D Rose,1714883,100 Back Y,2100,1:10.98,HCHS Boy's Quad, 2021,"Feb 06, 2021",[]
Dominic D Rose,1714883,50 Breast Y,350,30.56,Grand Ledge at DeWitt, 2024,"Jan 11, 2024",['Extracted']
Dominic D Rose,1714883,50 Breast Y,350,31.29,Grand Ledge at DeWitt, 2023,"Feb 09, 2023",['Extracted']
Dominic D Rose,1714883,50 Breast Y,350,36.66,East Lansing Invitational, 2021,"Dec 04, 2021",['Extracted']
Dominic D Rose,1714883,50 Breast Y,350,36.66,East Lansing Invitational, 2021,"Dec 04, 2021",['Extracted']
Dominic D Rose,1714883,100 Breast Y,3100,1:07.50,DeWitt at East Lansing, 2024,"Feb 08, 2024",[]
Dominic D Rose,1714883,100 Breast Y,3100,1:10.17,DeWitt at St. Johns, 2024,"Feb 01, 2024",[]
Dominic D Rose,1714883,100 Breast Y,3100,1:07.92,Grand Ledge at DeWitt, 2024,"Jan 11, 2024",[]
Dominic D Rose,1714883,100 Breast Y,3100,1:08.25,Grand Ledge at DeWitt, 2023,"Feb 09, 2023",[]
Dominic D Rose,1714883,100 Breast Y,3100,1:18.03,East Lansing Invitational, 2021,"Dec 04, 2021",[]
Dominic D Rose,1714883,100 Breast Y,3100,1:18.03,East Lansing Invitational, 2021,"Dec 04, 2021",[]
Dominic D Rose,1714883,50 Fly Y,450,25.53,DeWitt at East Lansing, 2024,"Feb 08, 2024",['Extracted']
Dominic D Rose,1714883,50 Fly Y,450,26.94,DeWitt at Holt, 2024,"Jan 25, 2024",['Extracted']
Dominic D Rose,1714883,50 Fly Y,450,28.48,Williamston at DeWitt, 2023,"Dec 12, 2023",['Extracted']
Dominic D Rose,1714883,50 Fly Y,450,31.56,Second Shave at DeWitt, 2021,"Mar 16, 2021",['Extracted']
Dominic D Rose,1714883,100 Fly Y,4100,57.79,DeWitt at East Lansing, 2024,"Feb 08, 2024",[]
Dominic D Rose,1714883,100 Fly Y,4100,58.22,DeWitt at Holt, 2024,"Jan 25, 2024",['MISCA Meet']
Dominic D Rose,1714883,100 Fly Y,4100,1:03.65,Williamston at DeWitt, 2023,"Dec 12, 2023",[]
Dominic D Rose,1714883,100 Fly Y,4100,1:10.40,Second Shave at DeWitt, 2021,"Mar 16, 2021",[]
Dominic D Rose,1714883,200 IM Y,5200,2:07.23,DeWitt Boys Invitational, 2024,"Feb 04, 2024",['MHSAA Boys Division 3 State Championship']
Dominic D Rose,1714883,200 IM Y,5200,2:09.43,Grand Ledge at DeWitt, 2024,"Jan 11, 2024",[]
Dominic D Rose,1714883,200 IM Y,5200,2:11.65,Grand Ledge at DeWitt, 2023,"Feb 09, 2023",[]
Dominic D Rose,1714883,200 IM Y,5200,2:22.60,East Lansing Invitational, 2021,"Dec 04, 2021",[]
Dominic D Rose,1714883,200 IM Y,5200,2:22.60,East Lansing Invitational, 2021,"Dec 04, 2021",[]
Dominic D Rose,1714883,200 IM Y,5200,2:32.68,HCHS Boy's Quad, 2021,"Feb 06, 2021",[]
Andrew M Schmid,684813,50 Free Y,150,22.76,MIAA Championships, 2024,"Feb 24, 2024",[]
Andrew M Schmid,684813,50 Free Y,150,23.82,Calvin vs. Alma vs. Albion, 2023,"Jan 21, 2023",[]
Andrew M Schmid,684813,50 Free Y,150,24.09,Calvin vs. Hillsdale vs Davenport, 2022,"Jan 21, 2022",[]
Andrew M Schmid,684813,50 Free Y,150,24.14,Calvin v Wayne State, 2022,"Jan 14, 2022",[]
Andrew M Schmid,684813,50 Free Y,150,24.06,Wheaton (IL) vs. Calvin, 2021,"Nov 13, 2021",[]
Andrew M Schmid,684813,50 Free Y,150,23.95,Calvin vs. Kalamazoo, 2021,"Nov 12, 2021",[]
Andrew M Schmid,684813,50 Free Y,150,24.58,Calvin Quad Meet, 2021,"Nov 06, 2021","['Extracted', 'Relay Leadoff']"
Andrew M Schmid,684813,50 Free Y,150,23.65,2020 IL HFSC Illinois Swimming Winter Regional Championships, 2020,"Feb 29, 2020",[]
Andrew M Schmid,684813,50 Free Y,150,23.56,IHSA Boys Sectional Championship - Lyons, 2020,"Feb 22, 2020",[]
Andrew M Schmid,684813,50 Free Y,150,23.43,IA IFLY Speedo Midwest Challenge, 2018,"Oct 27, 2018",[]
Andrew M Schmid,684813,50 Free Y,150,26.92,IL HWSA Time Trial, 2017,"Feb 18, 2017",[]
Andrew M Schmid,684813,100 Free Y,1100,52.03,Calvin Quad Meet, 2021,"Nov 06, 2021",['Relay Leadoff']
Andrew M Schmid,684813,100 Free Y,1100,51.76,2020 IL HFSC Illinois Swimming Winter Regional Championships, 2020,"Mar 01, 2020",[]
Andrew M Schmid,684813,100 Free Y,1100,51.05,IHSA Boys Sectional Championship - Lyons, 2020,"Feb 22, 2020",['Relay Leadoff']
Andrew M Schmid,684813,100 Free Y,1100,59.15,IL HWSA Time Trial, 2017,"Feb 18, 2017",[]
Andrew M Schmid,684813,50 Back Y,250,28.97,Calvin vs. Hope, 2023,"Jan 27, 2023",['Relay Leadoff']
Andrew M Schmid,684813,50 Back Y,250,32.19,Calvin vs. Hope, 2023,"Jan 27, 2023",['Extracted']
Andrew M Schmid,684813,50 Back Y,250,31.57,Calvin vs. Kalamazoo, 2021,"Nov 12, 2021",['Extracted']
Andrew M Schmid,684813,100 Back Y,2100,59.01,Michigan Intercollegiate Athletic Association Championships, 2023,"Feb 18, 2023",[]
Andrew M Schmid,684813,100 Back Y,2100,1:05.55,Calvin vs. Hope, 2023,"Jan 27, 2023",[]
Andrew M Schmid,684813,100 Back Y,2100,1:04.96,Calvin vs. Kalamazoo, 2021,"Nov 12, 2021",[]
Andrew M Schmid,684813,50 Breast Y,350,28.06,MIAA Championships, 2024,"Feb 23, 2024",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,27.91,MIAA Championships, 2024,"Feb 21, 2024",[]
Andrew M Schmid,684813,50 Breast Y,350,28.34,Calvin Winter Invitational, 2023,"Dec 01, 2023",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,28.48,Calvin Winter Invitational, 2023,"Dec 01, 2023",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,28.67,Calvin Quad, 2023,"Nov 04, 2023",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,30.77,Calvin v Albion v Alma, 2023,"Oct 27, 2023",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,31.36,Calvin GVSU SVSU, 2023,"Oct 14, 2023",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,28.21,Michigan Intercollegiate Athletic Association Championships, 2023,"Feb 17, 2023",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,28.22,Calvin Winter Invitational, 2022,"Dec 02, 2022",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,28.48,Calvin Winter Invitational, 2022,"Dec 02, 2022",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,30.00,Calvin vs. Wheaton (IL), 2022,"Nov 12, 2022",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,30.69,Calvin Quad, 2022,"Nov 05, 2022",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,28.43,Calvin Winter Invite, 2021,"Dec 03, 2021",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,28.15,Calvin Winter Invite, 2021,"Dec 03, 2021",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,29.25,Calvin Quad Meet, 2021,"Nov 06, 2021",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,30.10,Grand Valley vs. Calvin, 2021,"Oct 23, 2021",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,29.78,2020 IL FMC Time Trial (outside Teams), 2020,"Nov 14, 2020",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,29.68,2020 IL HFSC Illinois Swimming Winter Regional Championships, 2020,"Feb 29, 2020",['Extracted']
Andrew M Schmid,684813,50 Breast Y,350,36.03,Steve Allen Invitational, 2020,"Jan 26, 2020",['Extracted']
Andrew M Schmid,684813,100 Breast Y,3100,1:01.05,MIAA Championships, 2024,"Feb 23, 2024",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:01.57,Hope vs. Calvin, 2024,"Feb 03, 2024",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:01.59,Calvin Wayne State, 2024,"Jan 27, 2024",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:00.64,Calvin Winter Invitational, 2023,"Dec 01, 2023",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:03.31,Calvin Winter Invitational, 2023,"Dec 01, 2023",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:02.41,Calvin Quad, 2023,"Nov 04, 2023",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:05.97,Calvin v Albion v Alma, 2023,"Oct 27, 2023",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:06.22,Calvin GVSU SVSU, 2023,"Oct 14, 2023",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:01.28,Michigan Intercollegiate Athletic Association Championships, 2023,"Feb 17, 2023",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:03.65,"Calvin vs. Chicago, DePauw", 2023,"Jan 28, 2023",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:02.68,Calvin Winter Invitational, 2022,"Dec 02, 2022",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:01.65,Calvin Winter Invitational, 2022,"Dec 02, 2022",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:04.99,Calvin vs. Wheaton (IL), 2022,"Nov 12, 2022",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:05.73,Calvin Quad, 2022,"Nov 05, 2022",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:01.95,Michigan Intercollegiate Athletic Association Championships, 2022,"Feb 19, 2022",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:02.15,Michigan Intercollegiate Athletic Association Championships, 2022,"Feb 18, 2022",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:05.14,Calvin v Alma, 2022,"Feb 05, 2022",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:04.14,Chicago vs. Calvin vs. DePauw, 2022,"Jan 29, 2022",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:03.72,Calvin vs. Hillsdale vs Davenport, 2022,"Jan 21, 2022",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:05.78,Albion vs. Calvin, 2022,"Jan 15, 2022",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:03.93,Calvin v Wayne State, 2022,"Jan 14, 2022",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:01.23,Calvin Winter Invite, 2021,"Dec 03, 2021",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:01.48,Calvin Winter Invite, 2021,"Dec 03, 2021",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:03.52,Calvin Quad Meet, 2021,"Nov 06, 2021",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:04.56,Hope vs. Calvin, 2021,"Oct 30, 2021",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:04.78,Grand Valley vs. Calvin, 2021,"Oct 23, 2021",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:03.83,2020 IL FMC Time Trial (outside Teams), 2020,"Nov 14, 2020",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:03.22,2020 IL HFSC Illinois Swimming Winter Regional Championships, 2020,"Feb 29, 2020",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:14.97,Steve Allen Invitational, 2020,"Jan 26, 2020",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:03.39,IA IFLY Speedo Midwest Challenge, 2018,"Oct 27, 2018",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:05.03,IHSA Sectionals - Downers Grove (Boys), 2018,"Feb 17, 2018",[]
Andrew M Schmid,684813,100 Breast Y,3100,1:05.12,IA IFLY Speedo Midwest Challenge, 2017,"Nov 11, 2017",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:17.67,MIAA Championships, 2024,"Feb 24, 2024",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:22.92,Hope vs. Calvin, 2024,"Feb 03, 2024",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:17.11,Calvin Wayne State, 2024,"Jan 27, 2024",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:18.28,2024 Calvin Kalamazoo Olivet, 2024,"Jan 20, 2024",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:13.51,Calvin Winter Invitational, 2023,"Dec 02, 2023",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:17.32,Calvin Winter Invitational, 2023,"Dec 02, 2023",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:18.06,Calvin Quad, 2023,"Nov 04, 2023",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:30.67,Calvin GVSU SVSU, 2023,"Oct 14, 2023",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:17.99,Michigan Intercollegiate Athletic Association Championships, 2023,"Feb 18, 2023",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:26.47,Calvin vs. Alma vs. Albion, 2023,"Jan 21, 2023",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:18.93,Calvin Winter Invitational, 2022,"Dec 03, 2022",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:19.10,Calvin Winter Invitational, 2022,"Dec 03, 2022",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:26.32,Calvin vs. Wheaton (IL), 2022,"Nov 12, 2022",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:27.78,Calvin Quad, 2022,"Nov 05, 2022",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:17.45,Michigan Intercollegiate Athletic Association Championships, 2022,"Feb 19, 2022",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:29.65,Chicago vs. Calvin vs. DePauw, 2022,"Jan 29, 2022",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:26.58,21-22 Calvin v Olivet, 2022,"Jan 22, 2022",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:29.68,Albion vs. Calvin, 2022,"Jan 15, 2022",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:17.83,Calvin Winter Invite, 2021,"Dec 04, 2021",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:16.56,Calvin Winter Invite, 2021,"Dec 04, 2021",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:21.09,Calvin Quad Meet, 2021,"Nov 06, 2021",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:29.50,Hope vs. Calvin, 2021,"Oct 30, 2021",[]
Andrew M Schmid,684813,200 Breast Y,3200,2:24.41,IA IFLY Speedo Midwest Challenge, 2017,"Nov 12, 2017",[]
Andrew M Schmid,684813,50 Fly Y,450,26.38,Calvin Winter Invitational, 2022,"Dec 03, 2022",['Extracted']
Andrew M Schmid,684813,50 Fly Y,450,28.66,Wheaton (IL) vs. Calvin, 2021,"Nov 13, 2021",['Extracted']
Andrew M Schmid,684813,50 Fly Y,450,27.20,2020 IL FMC Time Trial (outside Teams), 2020,"Nov 14, 2020",['Extracted']
Andrew M Schmid,684813,100 Fly Y,4100,1:08.31,2024 Calvin Kalamazoo Olivet, 2024,"Jan 20, 2024",['Extracted']
Andrew M Schmid,684813,100 Fly Y,4100,57.17,Calvin Winter Invitational, 2022,"Dec 03, 2022",[]
Andrew M Schmid,684813,100 Fly Y,4100,1:02.28,Wheaton (IL) vs. Calvin, 2021,"Nov 13, 2021",[]
Andrew M Schmid,684813,100 Fly Y,4100,1:00.81,2020 IL FMC Time Trial (outside Teams), 2020,"Nov 14, 2020",[]
Andrew M Schmid,684813,200 IM Y,5200,2:03.86,MIAA Championships, 2024,"Feb 22, 2024",[]
Andrew M Schmid,684813,200 IM Y,5200,2:05.58,Calvin Winter Invitational, 2023,"Nov 30, 2023",[]
Andrew M Schmid,684813,200 IM Y,5200,2:10.07,Calvin Quad, 2023,"Nov 03, 2023",[]
Andrew M Schmid,684813,200 IM Y,5200,2:11.32,Calvin v Albion v Alma, 2023,"Oct 27, 2023",[]
Andrew M Schmid,684813,200 IM Y,5200,2:05.60,Michigan Intercollegiate Athletic Association Championships, 2023,"Feb 16, 2023",[]
Andrew M Schmid,684813,200 IM Y,5200,2:14.23,Calvin vs. Hope, 2023,"Jan 27, 2023",[]
Andrew M Schmid,684813,200 IM Y,5200,2:05.03,Calvin Winter Invitational, 2022,"Dec 01, 2022",[]
Andrew M Schmid,684813,200 IM Y,5200,2:16.29,Calvin Quad, 2022,"Nov 04, 2022",[]
Andrew M Schmid,684813,200 IM Y,5200,2:05.63,Michigan Intercollegiate Athletic Association Championships, 2022,"Feb 17, 2022",[]
Andrew M Schmid,684813,200 IM Y,5200,2:11.88,Calvin v Alma, 2022,"Feb 05, 2022",[]
Andrew M Schmid,684813,200 IM Y,5200,2:04.88,Calvin Winter Invite, 2021,"Dec 04, 2021",[]
Andrew M Schmid,684813,200 IM Y,5200,2:11.59,Calvin Quad Meet, 2021,"Nov 05, 2021",[]
Andrew M Schmid,684813,200 IM Y,5200,2:18.60,Hope vs. Calvin, 2021,"Oct 30, 2021",[]
Andrew M Schmid,684813,200 IM Y,5200,2:15.74,Grand Valley vs. Calvin, 2021,"Oct 23, 2021",[]
Andrew M Schmid,684813,200 IM Y,5200,2:12.23,IHSA Sectionals - Downers Grove (Boys), 2018,"Feb 17, 2018",[]
Andrew M Schmid,684813,400 IM Y,5400,4:45.86,2024 Calvin Kalamazoo Olivet, 2024,"Jan 20, 2024",[]
Jake W Schotanus,2662805,50 Free Y,150,23.09,2024 Calvin Kalamazoo Olivet, 2024,"Jan 20, 2024",[]
Jake W Schotanus,2662805,50 Free Y,150,22.77,Calvin Winter Invitational, 2023,"Nov 30, 2023",['Relay Leadoff']
Jake W Schotanus,2662805,50 Free Y,150,22.80,Michigan Intercollegiate Athletic Association Championships, 2023,"Feb 16, 2023",[]
Jake W Schotanus,2662805,50 Free Y,150,23.09,Calvin vs. Hope, 2023,"Jan 27, 2023",[]
Jake W Schotanus,2662805,50 Free Y,150,23.56,Calvin Winter Invitational, 2022,"Dec 01, 2022",['Relay Leadoff']
Jake W Schotanus,2662805,50 Free Y,150,23.70,Calvin vs. Grand Valley, 2022,"Oct 14, 2022",[]
Jake W Schotanus,2662805,50 Free Y,150,25.62,KHSAA Region 6 Championships, 2022,"Feb 03, 2022",['Extracted']
Jake W Schotanus,2662805,50 Free Y,150,26.02,KHSAA Region Six, 2021,"Apr 16, 2021","['Extracted', 'Relay Leadoff']"
Jake W Schotanus,2662805,50 Free Y,150,24.09,KHSAA Region Six, 2021,"Apr 16, 2021",[]
Jake W Schotanus,2662805,100 Free Y,1100,50.20,Calvin Wayne State, 2024,"Jan 27, 2024",[]
Jake W Schotanus,2662805,100 Free Y,1100,50.19,Calvin Winter Invitational, 2022,"Dec 02, 2022",[]
Jake W Schotanus,2662805,100 Free Y,1100,52.01,Calvin vs. Wheaton (IL), 2022,"Nov 12, 2022",[]
Jake W Schotanus,2662805,100 Free Y,1100,53.29,KHSAA Region 6 Championships, 2022,"Feb 03, 2022",[]
Jake W Schotanus,2662805,100 Free Y,1100,55.50,KHSAA Region Six, 2021,"Apr 16, 2021",['Relay Leadoff']
Jake W Schotanus,2662805,200 Free Y,1200,1:53.44,Calvin Wayne State, 2024,"Jan 27, 2024",['Relay Leadoff']
Jake W Schotanus,2662805,200 Free Y,1200,2:11.58,WCI, 2019,"Dec 14, 2019",[]
Jake W Schotanus,2662805,500 Free Y,1500,23.09,2024 Calvin Kalamazoo Olivet, 2024,"Jan 20, 2024",[]
Jake W Schotanus,2662805,500 Free Y,1500,22.77,Calvin Winter Invitational, 2023,"Nov 30, 2023",['Relay Leadoff']
Jake W Schotanus,2662805,500 Free Y,1500,22.80,Michigan Intercollegiate Athletic Association Championships, 2023,"Feb 16, 2023",[]
Jake W Schotanus,2662805,500 Free Y,1500,23.09,Calvin vs. Hope, 2023,"Jan 27, 2023",[]
Jake W Schotanus,2662805,500 Free Y,1500,23.56,Calvin Winter Invitational, 2022,"Dec 01, 2022",['Relay Leadoff']
Jake W Schotanus,2662805,500 Free Y,1500,23.70,Calvin vs. Grand Valley, 2022,"Oct 14, 2022",[]
Jake W Schotanus,2662805,500 Free Y,1500,25.62,KHSAA Region 6 Championships, 2022,"Feb 03, 2022",['Extracted']
Jake W Schotanus,2662805,500 Free Y,1500,26.02,KHSAA Region Six, 2021,"Apr 16, 2021","['Extracted', 'Relay Leadoff']"
Jake W Schotanus,2662805,500 Free Y,1500,24.09,KHSAA Region Six, 2021,"Apr 16, 2021",[]
Jake W Schotanus,2662805,50 Back Y,250,27.16,Calvin Winter Invitational, 2023,"Nov 30, 2023",['Extracted']
Jake W Schotanus,2662805,50 Back Y,250,27.27,MIAA Relays, 2023,"Oct 20, 2023",['Relay Leadoff']
Jake W Schotanus,2662805,50 Back Y,250,30.01,Calvin GVSU SVSU, 2023,"Oct 14, 2023",['Extracted']
Jake W Schotanus,2662805,50 Back Y,250,27.11,KHSAA State Championship, 2021,"Apr 24, 2021",['Relay Leadoff']
Jake W Schotanus,2662805,50 Back Y,250,29.81,KHSAA Region Six, 2021,"Apr 16, 2021",['Extracted']
Jake W Schotanus,2662805,50 Back Y,250,30.23,KHSAA Region Six Championship, 2020,"Feb 01, 2020",['Extracted']
Jake W Schotanus,2662805,50 Back Y,250,30.37,KHSAA Region Six Championship, 2020,"Feb 01, 2020",['Extracted']
Jake W Schotanus,2662805,100 Back Y,2100,57.43,Calvin Winter Invitational, 2023,"Nov 30, 2023",[]
Jake W Schotanus,2662805,100 Back Y,2100,1:01.01,Calvin GVSU SVSU, 2023,"Oct 14, 2023",[]
Jake W Schotanus,2662805,100 Back Y,2100,1:00.84,KHSAA Region Six, 2021,"Apr 16, 2021",[]
Jake W Schotanus,2662805,100 Back Y,2100,1:03.15,KHSAA Region Six Championship, 2020,"Feb 01, 2020",[]
Jake W Schotanus,2662805,100 Back Y,2100,1:04.02,KHSAA Region Six Championship, 2020,"Feb 01, 2020",[]
Jake W Schotanus,2662805,50 Fly Y,450,24.56,Calvin Winter Invitational, 2023,"Dec 01, 2023",['Extracted']
Jake W Schotanus,2662805,50 Fly Y,450,25.59,Calvin Winter Invitational, 2023,"Dec 01, 2023",['Extracted']
Jake W Schotanus,2662805,50 Fly Y,450,26.45,Calvin Quad, 2023,"Nov 04, 2023",['Extracted']
