swimmer_name,swimmer_ID,event,event_ID,time,meet_name,year,date,additional_info
Anne Connors,1067028,500 Free Y,1500,5:57.58,Calvin vs. Alma, 2021,"Jan 30, 2021",[]
Anne Connors,1067028,500 Free Y,1500,5:29.14,Calvin Bethel Meet, 2020,"Nov 07, 2020",[]
Anne Connors,1067028,500 Free Y,1500,5:43.57,VA MACH Turkey Claus, 2019,"Dec 05, 2019",[]
Anne Connors,1067028,500 Free Y,1500,5:33.54,Potomac Valley Senior Championships, 2019,"Mar 10, 2019",[]
Anne Connors,1067028,500 Free Y,1500,5:35.20,PV NCAP Winter Qualifier, 2019,"Feb 22, 2019",[]
Anne Connors,1067028,500 Free Y,1500,5:33.47,PV January Open - Fairlan, 2019,"Jan 20, 2019",[]
Anne Connors,1067028,500 Free Y,1500,5:44.80,PV November Open - Mt Ver, 2018,"Nov 09, 2018",[]
Anne Connors,1067028,500 Free Y,1500,5:44.53,PV January Open - PWCS, 2018,"Jan 20, 2018",[]
Anne Connors,1067028,500 Free Y,1500,5:34.19,Turkey Claus Showdown, 2017,"Nov 30, 2017",[]
Anne Connors,1067028,500 Free Y,1500,5:48.83,2017 PV January Open (FBST), 2017,"Jan 22, 2017",[]
Anne Connors,1067028,500 Free Y,1500,5:55.44,2016 PV Presidents Day Classic, 2016,"Feb 12, 2016",[]
Anne Connors,1067028,1000 Free Y,11000,11:22.35,Potomac Valley Senior Championships, 2019,"Mar 10, 2019",[]
Anne Connors,1067028,1000 Free Y,11000,11:24.34,PV NCAP Winter Qualifier, 2019,"Feb 23, 2019",[]
Anne Connors,1067028,1000 Free Y,11000,11:53.57,PV January Distance Meet, 2019,"Jan 06, 2019",[]
Anne Connors,1067028,1000 Free Y,11000,12:00.13,PV January Distance Meet, 2018,"Jan 07, 2018",[]
Anne Connors,1067028,1000 Free Y,11000,11:59.04,PV January Distance Meet, 2018,"Jan 06, 2018",[]
Anne Connors,1067028,1000 Free Y,11000,11:59.62,Speedo Eastern States Senior Circuit #2, 2017,"Nov 18, 2017",[]
Anne Connors,1067028,1650 Free Y,11650,20:11.35,PV January Distance Meet, 2018,"Jan 06, 2018",[]
Anne Connors,1067028,50 Back Y,250,28.91,Calvin Winter Invitational, 2023,"Dec 01, 2023",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.67,Calvin at Wheaton, 2023,"Nov 11, 2023",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.14,Calvin Quad, 2023,"Nov 04, 2023",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.55,MIAA Relays, 2023,"Oct 20, 2023",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,28.93,Calvin GVSU SVSU, 2023,"Oct 14, 2023",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,30.24,Calvin GVSU SVSU, 2023,"Oct 14, 2023",['Extracted']
Anne Connors,1067028,50 Back Y,250,29.27,Calvin Mental Health Awareness Meet, 2022,"Oct 22, 2022",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.06,MIAA Relays, 2022,"Oct 21, 2022",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.28,Calvin vs. Grand Valley, 2022,"Oct 14, 2022",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,30.74,Calvin vs. Grand Valley, 2022,"Oct 14, 2022",['Extracted']
Anne Connors,1067028,50 Back Y,250,28.72,Michigan Intercollegiate Athletic Association Championships, 2022,"Feb 18, 2022",['Extracted']
Anne Connors,1067028,50 Back Y,250,28.89,Michigan Intercollegiate Athletic Association Championships, 2022,"Feb 17, 2022","['Extracted', 'Relay Leadoff']"
Anne Connors,1067028,50 Back Y,250,29.62,Chicago vs. Calvin vs. DePauw, 2022,"Jan 29, 2022",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.45,Calvin vs. Hillsdale vs Davenport, 2022,"Jan 21, 2022",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.22,Albion vs. Calvin, 2022,"Jan 15, 2022",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,30.29,Calvin v Wayne State, 2022,"Jan 14, 2022",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,28.94,Calvin Winter Invite, 2021,"Dec 03, 2021",['Extracted']
Anne Connors,1067028,50 Back Y,250,29.76,Wheaton (IL) vs. Calvin, 2021,"Nov 13, 2021",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.71,Calvin vs. Kalamazoo, 2021,"Nov 12, 2021",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.28,Hope vs. Calvin, 2021,"Oct 30, 2021",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.50,Grand Valley vs. Calvin, 2021,"Oct 23, 2021",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.07,MIAA Relays, 2021,"Oct 22, 2021",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.46,Calvin vs. GVSU, 2021,"Jan 29, 2021",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.57,Calvin vs. Albion, 2021,"Jan 23, 2021",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,28.57,Calvin Bethel Meet, 2020,"Nov 07, 2020",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.79,Calvin Halloween Meet, 2020,"Oct 31, 2020",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.38,Calvin October Meet, 2020,"Oct 23, 2020",['Relay Leadoff']
Anne Connors,1067028,50 Back Y,250,29.23,PV NCAP Tom Dolan Invitational, 2019,"Dec 14, 2019",['Extracted']
Anne Connors,1067028,50 Back Y,250,31.92,PV OCCS Speedo Fall Invitational, 2019,"Nov 16, 2019",['Extracted']
Anne Connors,1067028,50 Back Y,250,32.14,PV PM Oct Open - Claude Moore, 2019,"Oct 19, 2019",['Extracted']
Anne Connors,1067028,50 Back Y,250,32.84,2017 PV January Open (FBST), 2017,"Jan 22, 2017",['Extracted']
Anne Connors,1067028,50 Back Y,250,34.33,2016 PV Presidents Day Classic, 2016,"Feb 13, 2016",['Extracted']
Anne Connors,1067028,50 Back Y,250,36.14,PC PLS Short Course B/A+, 2014,"Nov 22, 2014",[]
Anne Connors,1067028,50 Back Y,250,41.67,2013 MSJA SC CBA+ Meet, 2013,"Jun 01, 2013",[]
Anne Connors,1067028,50 Back Y,250,41.90,2013 PC OAPB SCY, 2013,"Mar 02, 2013",[]
Anne Connors,1067028,50 Back Y,250,44.36,Valentine’s Splash, 2013,"Feb 10, 2013",[]
Anne Connors,1067028,100 Back Y,2100,1:01.75,Calvin Winter Invitational, 2023,"Dec 01, 2023",[]
Anne Connors,1067028,100 Back Y,2100,1:02.51,Calvin Winter Invitational, 2023,"Dec 01, 2023",[]
Anne Connors,1067028,100 Back Y,2100,1:01.51,Calvin Winter Invitational, 2023,"Nov 30, 2023",['Relay Leadoff']
Anne Connors,1067028,100 Back Y,2100,1:05.00,Calvin at Wheaton, 2023,"Nov 11, 2023",[]
Anne Connors,1067028,100 Back Y,2100,1:01.83,Calvin Quad, 2023,"Nov 04, 2023",[]
Anne Connors,1067028,100 Back Y,2100,1:02.93,Calvin Quad, 2023,"Nov 03, 2023",['Relay Leadoff']
Anne Connors,1067028,100 Back Y,2100,1:03.46,Calvin GVSU SVSU, 2023,"Oct 14, 2023",[]
Anne Connors,1067028,100 Back Y,2100,1:04.39,Calvin Quad, 2022,"Nov 05, 2022",[]
Anne Connors,1067028,100 Back Y,2100,1:03.75,Calvin Mental Health Awareness Meet, 2022,"Oct 22, 2022",[]
Anne Connors,1067028,100 Back Y,2100,1:03.94,Calvin vs. Grand Valley, 2022,"Oct 14, 2022",[]
Anne Connors,1067028,100 Back Y,2100,59.52,Michigan Intercollegiate Athletic Association Championships, 2022,"Feb 18, 2022",[]
Anne Connors,1067028,100 Back Y,2100,1:00.34,Michigan Intercollegiate Athletic Association Championships, 2022,"Feb 18, 2022",[]
Anne Connors,1067028,100 Back Y,2100,59.80,Michigan Intercollegiate Athletic Association Championships, 2022,"Feb 17, 2022",['Relay Leadoff']
Anne Connors,1067028,100 Back Y,2100,1:03.51,Calvin v Alma, 2022,"Feb 05, 2022",['Relay Leadoff']
Anne Connors,1067028,100 Back Y,2100,1:03.24,Chicago vs. Calvin vs. DePauw, 2022,"Jan 29, 2022",[]
Anne Connors,1067028,100 Back Y,2100,1:02.61,21-22 Calvin v Olivet, 2022,"Jan 22, 2022",['Relay Leadoff']
Anne Connors,1067028,100 Back Y,2100,1:02.30,Calvin vs. Hillsdale vs Davenport, 2022,"Jan 21, 2022",[]
Anne Connors,1067028,100 Back Y,2100,1:02.54,Albion vs. Calvin, 2022,"Jan 15, 2022",[]
Anne Connors,1067028,100 Back Y,2100,1:04.17,Calvin v Wayne State, 2022,"Jan 14, 2022",[]
Anne Connors,1067028,100 Back Y,2100,1:00.04,Calvin Winter Invite, 2021,"Dec 03, 2021",['Relay Leadoff']
Anne Connors,1067028,100 Back Y,2100,1:00.21,Calvin Winter Invite, 2021,"Dec 03, 2021",[]
Anne Connors,1067028,100 Back Y,2100,1:00.05,Calvin Winter Invite, 2021,"Dec 03, 2021",[]
Anne Connors,1067028,100 Back Y,2100,1:04.17,Wheaton (IL) vs. Calvin, 2021,"Nov 13, 2021",[]
Anne Connors,1067028,100 Back Y,2100,1:02.70,Hope vs. Calvin, 2021,"Oct 30, 2021",[]
Anne Connors,1067028,100 Back Y,2100,1:03.31,Grand Valley vs. Calvin, 2021,"Oct 23, 2021",[]
Anne Connors,1067028,100 Back Y,2100,1:01.38,Michigan Intercollegiate Athletic Association Championships, 2021,"Mar 05, 2021",[]
Anne Connors,1067028,100 Back Y,2100,1:06.62,Calvin vs. GVSU, 2021,"Jan 29, 2021",[]
Anne Connors,1067028,100 Back Y,2100,1:04.79,Calvin vs. Albion, 2021,"Jan 23, 2021",[]
Anne Connors,1067028,100 Back Y,2100,1:06.15,Calvin Bethel Meet, 2020,"Nov 07, 2020",['Relay Leadoff']
Anne Connors,1067028,100 Back Y,2100,1:02.92,Calvin Bethel Meet, 2020,"Nov 07, 2020",[]
Anne Connors,1067028,100 Back Y,2100,1:02.81,Calvin Halloween Meet, 2020,"Oct 31, 2020",[]
Anne Connors,1067028,100 Back Y,2100,1:00.06,Potomac Valley SC Senior Championships, 2020,"Mar 07, 2020",[]
Anne Connors,1067028,100 Back Y,2100,1:01.27,NC MAC Novant Invitational, 2020,"Jan 19, 2020",[]
Anne Connors,1067028,100 Back Y,2100,1:00.28,PV NCAP Tom Dolan Invitational, 2019,"Dec 14, 2019",[]
Anne Connors,1067028,100 Back Y,2100,1:05.41,PV OCCS Speedo Fall Invitational, 2019,"Nov 16, 2019",[]
Anne Connors,1067028,100 Back Y,2100,1:05.78,PV PM Oct Open - Claude Moore, 2019,"Oct 19, 2019",[]
Anne Connors,1067028,100 Back Y,2100,1:00.94,Potomac Valley Senior Championships, 2019,"Mar 09, 2019",[]
Anne Connors,1067028,100 Back Y,2100,1:01.15,Potomac Valley Senior Championships, 2019,"Mar 09, 2019",[]
Anne Connors,1067028,100 Back Y,2100,1:01.79,PV NCAP Winter Qualifier, 2019,"Feb 24, 2019",[]
Anne Connors,1067028,100 Back Y,2100,1:02.24,PV January Open - Fairlan, 2019,"Jan 20, 2019",[]
Anne Connors,1067028,100 Back Y,2100,1:01.38,PV Mako Holiday Invitatio, 2018,"Dec 01, 2018",[]
Anne Connors,1067028,100 Back Y,2100,1:03.38,PV PWCS November Open, 2018,"Nov 11, 2018",[]
Anne Connors,1067028,100 Back Y,2100,1:01.48,PV NCAP Winter Qualifier, 2018,"Feb 23, 2018",['User Inputted']
Anne Connors,1067028,100 Back Y,2100,1:03.48,PV January Open - PWCS, 2018,"Jan 20, 2018",[]
Anne Connors,1067028,100 Back Y,2100,1:01.04,Turkey Claus Showdown, 2017,"Dec 02, 2017",[]
Anne Connors,1067028,100 Back Y,2100,1:01.80,Turkey Claus Showdown, 2017,"Dec 02, 2017",[]
Anne Connors,1067028,100 Back Y,2100,1:02.49,PV PWCS November Open, 2017,"Nov 11, 2017",[]
Anne Connors,1067028,100 Back Y,2100,1:05.51,PV MAKO Fall Invitational, 2017,"Sep 30, 2017",[]
Anne Connors,1067028,100 Back Y,2100,1:06.38,2017 PV January Open (FBST), 2017,"Jan 22, 2017",[]
Anne Connors,1067028,100 Back Y,2100,1:10.13,2016 PV Presidents Day Classic, 2016,"Feb 13, 2016",[]
Anne Connors,1067028,100 Back Y,2100,1:08.02,2016 PV Mako Winter Invitation, 2016,"Jan 10, 2016",[]
Anne Connors,1067028,100 Back Y,2100,1:12.49,2015 PC HILL SCY C/B/A+, 2015,"Feb 22, 2015",[]
Anne Connors,1067028,100 Back Y,2100,1:15.33,2015 PC OAPB SCY ZONE, 2015,"Jan 25, 2015",[]
Anne Connors,1067028,100 Back Y,2100,1:17.36,PC PLS Short Course B/A+, 2014,"Nov 23, 2014",[]
Anne Connors,1067028,100 Back Y,2100,1:21.83,2014 PC WCAB SCY C/B/A+, 2014,"Nov 02, 2014",[]
Anne Connors,1067028,200 Back Y,2200,2:17.08,2024 Calvin Kalamazoo Olivet, 2024,"Jan 20, 2024",[]
Anne Connors,1067028,200 Back Y,2200,2:24.30,Calvin Winter Invitational, 2023,"Dec 02, 2023",[]
Anne Connors,1067028,200 Back Y,2200,2:20.53,Calvin at Wheaton, 2023,"Nov 11, 2023",[]
Anne Connors,1067028,200 Back Y,2200,2:17.18,Calvin Quad, 2023,"Nov 04, 2023",[]
Anne Connors,1067028,200 Back Y,2200,2:23.77,Calvin GVSU SVSU, 2023,"Oct 14, 2023",[]
Anne Connors,1067028,200 Back Y,2200,2:12.31,Calvin Winter Invitational, 2022,"Dec 03, 2022",[]
Anne Connors,1067028,200 Back Y,2200,2:11.99,Calvin Winter Invitational, 2022,"Dec 03, 2022",[]
Anne Connors,1067028,200 Back Y,2200,2:16.31,Calvin Quad, 2022,"Nov 05, 2022",[]
Anne Connors,1067028,200 Back Y,2200,2:07.77,Michigan Intercollegiate Athletic Association Championships, 2022,"Feb 19, 2022",[]
Anne Connors,1067028,200 Back Y,2200,2:09.59,Michigan Intercollegiate Athletic Association Championships, 2022,"Feb 19, 2022",[]
Anne Connors,1067028,200 Back Y,2200,2:18.95,Chicago vs. Calvin vs. DePauw, 2022,"Jan 29, 2022",[]
Anne Connors,1067028,200 Back Y,2200,2:14.27,Albion vs. Calvin, 2022,"Jan 15, 2022",[]
Anne Connors,1067028,200 Back Y,2200,2:13.53,Calvin Winter Invite, 2021,"Dec 04, 2021",[]
Anne Connors,1067028,200 Back Y,2200,2:22.02,Wheaton (IL) vs. Calvin, 2021,"Nov 13, 2021",[]
Anne Connors,1067028,200 Back Y,2200,2:16.26,Calvin October Meet, 2020,"Oct 23, 2020",[]
Anne Connors,1067028,200 Back Y,2200,2:09.78,Potomac Valley SC Senior Championships, 2020,"Mar 08, 2020",[]
Anne Connors,1067028,200 Back Y,2200,2:15.01,NC MAC Novant Invitational, 2020,"Jan 20, 2020",[]
Anne Connors,1067028,200 Back Y,2200,2:13.56,PV NCAP Tom Dolan Invitational, 2019,"Dec 15, 2019",[]
Anne Connors,1067028,200 Back Y,2200,2:17.22,PV OCCS Speedo Fall Invitational, 2019,"Nov 17, 2019",[]
Anne Connors,1067028,200 Back Y,2200,2:19.84,PV PM Oct Open - Claude Moore, 2019,"Oct 20, 2019",[]
Anne Connors,1067028,200 Back Y,2200,2:11.30,Potomac Valley Senior Championships, 2019,"Mar 10, 2019",[]
Anne Connors,1067028,200 Back Y,2200,2:13.22,PV NCAP Winter Qualifier, 2019,"Feb 23, 2019",[]
Anne Connors,1067028,200 Back Y,2200,2:12.46,PV January Open - Fairlan, 2019,"Jan 19, 2019",[]
Anne Connors,1067028,200 Back Y,2200,2:12.54,PV NCAP Tom Dolan Invitational, 2018,"Dec 09, 2018",[]
Anne Connors,1067028,200 Back Y,2200,2:17.39,PV PWCS November Open, 2018,"Nov 10, 2018",[]
Anne Connors,1067028,200 Back Y,2200,2:18.75,PV October Open - Freedo, 2018,"Oct 13, 2018",[]
Anne Connors,1067028,200 Back Y,2200,2:13.09,Potomac Valley Senior Championships, 2018,"Mar 11, 2018",[]
Anne Connors,1067028,200 Back Y,2200,2:10.75,PV NCAP Winter Qualifier, 2018,"Feb 23, 2018",['User Inputted']
Anne Connors,1067028,200 Back Y,2200,2:15.38,PV January Open - PWCS, 2018,"Jan 21, 2018",[]
Anne Connors,1067028,200 Back Y,2200,2:12.17,PV NCAP Tom Dolan Invitational, 2017,"Dec 10, 2017",[]
Anne Connors,1067028,200 Back Y,2200,2:12.81,PV PWCS November Open, 2017,"Nov 12, 2017",[]
Anne Connors,1067028,200 Back Y,2200,2:20.15,PV MAKO Fall Invitational, 2017,"Oct 01, 2017",[]
Anne Connors,1067028,200 Back Y,2200,2:19.49,2017 PV January Open (FBST), 2017,"Jan 21, 2017",[]
Anne Connors,1067028,200 Back Y,2200,2:28.88,2016 PV Presidents Day Classic, 2016,"Feb 14, 2016",[]
Anne Connors,1067028,200 Back Y,2200,2:29.57,2016 PV Mako Winter Invitation, 2016,"Jan 09, 2016",[]
Anne Connors,1067028,50 Breast Y,350,41.52,PV MAKO Spring Invitational, 2019,"Mar 23, 2019",['Extracted']
Anne Connors,1067028,50 Breast Y,350,41.42,2015 PC HILL SCY C/B/A+, 2015,"Feb 22, 2015",[]
Anne Connors,1067028,50 Breast Y,350,45.63,2013 MSJA SC CBA+ Meet, 2013,"Jun 01, 2013",[]
Anne Connors,1067028,50 Breast Y,350,48.11,Valentine’s Splash, 2013,"Feb 10, 2013",[]
Anne Connors,1067028,100 Breast Y,3100,1:26.54,PV MAKO Spring Invitational, 2019,"Mar 23, 2019",[]
Anne Connors,1067028,100 Breast Y,3100,1:22.93,PV NCAP Winter Qualifier, 2019,"Feb 23, 2019",[]
Anne Connors,1067028,100 Breast Y,3100,1:21.15,PV January Open - Fairlan, 2019,"Jan 20, 2019",[]
Anne Connors,1067028,100 Breast Y,3100,1:28.41,PV PWCS November Open, 2018,"Nov 11, 2018",[]
Anne Connors,1067028,100 Breast Y,3100,1:29.22,PV October Open - Freedo, 2018,"Oct 13, 2018",[]
Anne Connors,1067028,100 Breast Y,3100,1:25.17,PV January Open - PWCS, 2018,"Jan 20, 2018",[]
Anne Connors,1067028,100 Breast Y,3100,1:30.89,PV MAKO Fall Invitational, 2017,"Sep 30, 2017",[]
Anne Connors,1067028,100 Breast Y,3100,1:27.19,2015 PC HILL SCY C/B/A+, 2015,"Feb 21, 2015",[]
Anne Connors,1067028,100 Breast Y,3100,1:28.30,2015 PC OAPB SCY ZONE, 2015,"Jan 24, 2015",[]
Anne Connors,1067028,100 Breast Y,3100,1:33.43,PC PLS Short Course B/A+, 2014,"Nov 22, 2014",[]
Anne Connors,1067028,100 Breast Y,3100,1:34.40,2014 PC WCAB SCY C/B/A+, 2014,"Nov 01, 2014",[]
Anne Connors,1067028,100 Breast Y,3100,1:35.69,2014 PC ZN2 SCY, 2014,"Jan 25, 2014",[]
Anne Connors,1067028,100 Breast Y,3100,1:38.61,2013 AIA Journey to JOs 14&U B/A+, 2013,"Nov 23, 2013",[]
Anne Connors,1067028,100 Breast Y,3100,1:37.54,2013 PC HILL SCY C/B/A+, 2013,"Nov 02, 2013",[]
Anne Connors,1067028,100 Breast Y,3100,1:40.34,2013 PC CROW SCY, 2013,"Sep 21, 2013",[]
Anne Connors,1067028,100 Breast Y,3100,1:40.30,2013 PC OAPB SCY, 2013,"Mar 02, 2013",[]
Anne Connors,1067028,200 Breast Y,3200,3:02.00,PV Mako Holiday Invitatio, 2018,"Dec 01, 2018",[]
Anne Connors,1067028,200 Breast Y,3200,3:06.21,PV October Open - Freedo, 2018,"Oct 14, 2018",[]
Anne Connors,1067028,200 Breast Y,3200,2:53.92,Turkey Claus Showdown, 2017,"Dec 03, 2017",[]
Anne Connors,1067028,200 Breast Y,3200,2:53.80,2016 PV Presidents Day Classic, 2016,"Feb 14, 2016",[]
Anne Connors,1067028,200 Breast Y,3200,3:02.36,2016 PV Mako Winter Invitation, 2016,"Jan 10, 2016",[]
Anne Connors,1067028,200 Breast Y,3200,3:17.27,PC PLS Short Course B/A+, 2014,"Nov 23, 2014",[]
Anne Connors,1067028,200 Breast Y,3200,3:18.95,2014 PC WCAB SCY C/B/A+, 2014,"Nov 02, 2014",[]
Anne Connors,1067028,200 Breast Y,3200,3:25.71,2014 PC OAPB SCY SCY, 2014,"Feb 08, 2014",[]
Anne Connors,1067028,50 Fly Y,450,30.21,PV 18&U Qualifier, 2020,"Feb 23, 2020",['Extracted']
Anne Connors,1067028,50 Fly Y,450,31.68,NC MAC Novant Invitational, 2020,"Jan 18, 2020",['Extracted']
Anne Connors,1067028,50 Fly Y,450,32.47,VA MACH Turkey Claus, 2019,"Dec 06, 2019",['Extracted']
Anne Connors,1067028,50 Fly Y,450,32.97,PV MAKO Spring Invitational, 2019,"Mar 23, 2019",['Extracted']
Anne Connors,1067028,50 Fly Y,450,37.95,2014 PC WCAB SCY C/B/A+, 2014,"Nov 02, 2014",[]
Anne Connors,1067028,50 Fly Y,450,40.69,2014 PC OAPB SCY SCY, 2014,"Feb 08, 2014",[]
Anne Connors,1067028,50 Fly Y,450,40.05,2013 PC CROW SCY, 2013,"Sep 21, 2013",[]
Anne Connors,1067028,100 Fly Y,4100,1:04.83,PV 18&U Qualifier, 2020,"Feb 23, 2020",[]
Anne Connors,1067028,100 Fly Y,4100,1:07.99,NC MAC Novant Invitational, 2020,"Jan 18, 2020",[]
Anne Connors,1067028,100 Fly Y,4100,1:10.28,VA MACH Turkey Claus, 2019,"Dec 06, 2019",[]
Anne Connors,1067028,100 Fly Y,4100,1:10.30,PV MAKO Spring Invitational, 2019,"Mar 23, 2019",[]
Anne Connors,1067028,100 Fly Y,4100,1:07.92,PV NCAP Winter Qualifier, 2019,"Feb 24, 2019",[]
Anne Connors,1067028,100 Fly Y,4100,1:09.48,PV January Open - Fairlan, 2019,"Jan 19, 2019",[]
Anne Connors,1067028,100 Fly Y,4100,1:08.46,PV Mako Holiday Invitatio, 2018,"Dec 02, 2018",[]
Anne Connors,1067028,100 Fly Y,4100,1:11.70,PV PWCS November Open, 2018,"Nov 10, 2018",[]
Anne Connors,1067028,100 Fly Y,4100,1:08.78,PV January Open - PWCS, 2018,"Jan 21, 2018",[]
Anne Connors,1067028,100 Fly Y,4100,1:18.01,2015 PC HILL SCY C/B/A+, 2015,"Feb 21, 2015",[]
Anne Connors,1067028,100 Fly Y,4100,1:28.37,2015 PC OAPB SCY ZONE, 2015,"Jan 25, 2015",[]
Anne Connors,1067028,100 Fly Y,4100,1:24.49,PC PLS Short Course B/A+, 2014,"Nov 22, 2014",[]
Anne Connors,1067028,100 Fly Y,4100,1:28.66,2014 PC WCAB SCY C/B/A+, 2014,"Nov 01, 2014",[]
Anne Connors,1067028,200 Fly Y,4200,2:33.98,PV MAKO Spring Invitational, 2019,"Mar 24, 2019",[]
Anne Connors,1067028,100 IM Y,5100,27.10,Calvin vs. Grand Valley, 2022,"Oct 14, 2022",['Relay Leadoff']
Anne Connors,1067028,100 IM Y,5100,27.98,Calvin Winter Invite, 2021,"Dec 04, 2021",['Extracted']
Anne Connors,1067028,100 IM Y,5100,28.10,Calvin vs. Kalamazoo, 2021,"Nov 12, 2021",['Extracted']
Anne Connors,1067028,100 IM Y,5100,26.32,Michigan Intercollegiate Athletic Association Championships, 2021,"Mar 05, 2021",[]
Anne Connors,1067028,100 IM Y,5100,26.52,Michigan Intercollegiate Athletic Association Championships, 2021,"Mar 04, 2021",['Extracted']
Anne Connors,1067028,100 IM Y,5100,27.71,Calvin Bethel Meet, 2020,"Nov 07, 2020","['Extracted', 'Relay Leadoff']"
Anne Connors,1067028,100 IM Y,5100,27.88,Calvin October Meet, 2020,"Oct 23, 2020",[]
Anne Connors,1067028,100 IM Y,5100,27.91,PV 18&U Qualifier, 2020,"Feb 23, 2020",['Extracted']
Anne Connors,1067028,100 IM Y,5100,27.99,PV 18&U Qualifier, 2020,"Feb 22, 2020",[]
Anne Connors,1067028,100 IM Y,5100,27.29,NC MAC Novant Invitational, 2020,"Jan 19, 2020",[]
Anne Connors,1067028,100 IM Y,5100,28.24,PV OCCS Speedo Fall Invitational, 2019,"Nov 16, 2019",[]
Anne Connors,1067028,100 IM Y,5100,29.18,PV PM Oct Open - Claude Moore, 2019,"Oct 20, 2019",['Extracted']
Anne Connors,1067028,100 IM Y,5100,27.38,PV MAKO Spring Invitational, 2019,"Mar 24, 2019",[]
Anne Connors,1067028,100 IM Y,5100,28.48,PV MAKO Spring Invitational, 2019,"Mar 23, 2019",['Extracted']
Anne Connors,1067028,100 IM Y,5100,27.26,PV NCAP Winter Qualifier, 2018,"Feb 23, 2018",['User Inputted']
Anne Connors,1067028,100 IM Y,5100,27.51,Turkey Claus Showdown, 2017,"Dec 03, 2017",[]
Anne Connors,1067028,100 IM Y,5100,27.34,PV PWCS November Open, 2017,"Nov 12, 2017",[]
Anne Connors,1067028,100 IM Y,5100,30.50,2016 PV Presidents Day Classic, 2016,"Feb 13, 2016",['Extracted']
Anne Connors,1067028,100 IM Y,5100,30.36,2016 PV Mako Winter Invitation, 2016,"Jan 09, 2016",['Extracted']
Anne Connors,1067028,100 IM Y,5100,29.34,2015 PC HILL SCY C/B/A+, 2015,"Feb 21, 2015",[]
Anne Connors,1067028,100 IM Y,5100,31.71,2015 PC OAPB SCY ZONE, 2015,"Jan 24, 2015",[]
Anne Connors,1067028,100 IM Y,5100,30.84,PC PLS Short Course B/A+, 2014,"Nov 23, 2014",[]
Anne Connors,1067028,100 IM Y,5100,32.42,2014 PC WCAB SCY C/B/A+, 2014,"Nov 01, 2014",[]
Anne Connors,1067028,100 IM Y,5100,32.77,2014 PC OAPB SCY SCY, 2014,"Feb 08, 2014",[]
Anne Connors,1067028,100 IM Y,5100,31.04,2014 PC ZN2 SCY, 2014,"Jan 25, 2014",[]
Anne Connors,1067028,100 IM Y,5100,32.65,2013 AIA Journey to JOs 14&U B/A+, 2013,"Nov 24, 2013",[]
Anne Connors,1067028,100 IM Y,5100,33.68,2013 PC HILL SCY C/B/A+, 2013,"Nov 02, 2013",[]
Anne Connors,1067028,100 IM Y,5100,33.64,2013 PC CROW SCY, 2013,"Sep 21, 2013",[]
Anne Connors,1067028,200 IM Y,5200,2:28.15,Calvin Quad, 2022,"Nov 04, 2022",[]
Anne Connors,1067028,200 IM Y,5200,2:19.70,Michigan Intercollegiate Athletic Association Championships, 2022,"Feb 17, 2022",[]
Anne Connors,1067028,200 IM Y,5200,2:18.25,Michigan Intercollegiate Athletic Association Championships, 2022,"Feb 17, 2022",[]
Anne Connors,1067028,200 IM Y,5200,2:27.07,Calvin v Alma, 2022,"Feb 05, 2022",[]
Anne Connors,1067028,200 IM Y,5200,2:26.95,Calvin vs. Hillsdale vs Davenport, 2022,"Jan 21, 2022",[]
Anne Connors,1067028,200 IM Y,5200,2:30.81,Calvin v Wayne State, 2022,"Jan 14, 2022",[]
Anne Connors,1067028,200 IM Y,5200,2:29.10,Calvin vs. Albion, 2021,"Jan 23, 2021",[]
Anne Connors,1067028,200 IM Y,5200,2:26.31,VA MACH Turkey Claus, 2019,"Dec 05, 2019",[]
Anne Connors,1067028,200 IM Y,5200,2:24.63,PV Mako Holiday Invitatio, 2018,"Dec 02, 2018",[]
Anne Connors,1067028,200 IM Y,5200,2:29.60,PV PWCS November Open, 2018,"Nov 11, 2018",[]
Anne Connors,1067028,200 IM Y,5200,2:30.16,PV January Open - PWCS, 2018,"Jan 20, 2018",[]
